Unnamed: 0.1,Unnamed: 0,ai4bharat,Profanity,Profanity_Matched_Pattern,Offensive,Offensive_Matched_Pattern,Gender,preprocessing_text,Label,Combined_Label,tokenized_text,embeddings
126,260,उमेश कोइराला फुको चाउचाउ खानालाई जो कोइ लाई पानी गर्है हन्क्स वायर,0.0,,0.0,,1,उमेश कोइराला फु चाउचाउ खाना कोइ पानी गर्है हन्क्स वायर,0,"[1, 0]","['उमेश', 'कोइराला', 'फु', 'चाउचाउ', 'खाना', 'कोइ', 'पानी', 'गर्है', 'हन्क्स', 'वायर']","[[ 0.13210839 -0.15216562  0.4849732  ...  0.10356048 -0.03211297
  -0.24472134]
 [ 0.16108638 -0.35640365  0.5759717  ... -0.1441118   0.02370923
  -0.27848414]
 [ 0.18671356 -0.22927663  0.06543528 ...  0.20491011  0.02373335
  -0.1640407 ]
 ...
 [ 0.32740086 -0.37659943  0.3857373  ... -0.17874765 -0.12813668
  -0.4138    ]
 [ 0.13365637 -0.336219    0.2461451  ... -0.06755523 -0.03263807
  -0.19065475]
 [ 0.02101265 -0.4582603   0.77030766 ...  0.05097241  0.4321592
   0.33125532]]"
236,771,कति रुनु वको ता 🤣🤣,0.0,,0.0,,0,कति रु व ता,0,"[0, 0]","['कति', 'रु', 'व', 'ता']","[[ 0.09910111 -0.1424223   0.56787544 ...  0.1603134   0.05276365
  -0.3442334 ]
 [ 0.07106124 -0.31397563  0.35911542 ... -0.07871215  0.01305721
  -0.29866263]
 [ 0.31307232 -0.21383141  0.14836457 ...  0.13872463 -0.12501901
  -0.40086478]
 ...
 [ 0.30477253 -0.29267675  0.46132874 ...  0.17048438  0.2289134
  -0.36824757]
 [ 0.07117557 -0.35419172  0.5633712  ... -0.0545118   0.06346262
  -0.3178525 ]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
342,52,तरी माचेक्नी रण्डी को बाँ,1.0,रण्डी,,रण्डी,1,तरी माचेक्नी रण्डी बाँ,0,"[1, 0]","['तरी', 'माचेक्नी', 'रण्डी', 'बाँ']","[[ 0.1106919  -0.29974025  0.44318718 ...  0.15224639  0.05030955
  -0.3163306 ]
 [ 0.31039348 -0.25374982  0.4048357  ... -0.19886714  0.06275915
  -0.30325946]
 [ 0.25092107 -0.25913686  0.28961748 ...  0.23086989 -0.04212489
  -0.54174507]
 ...
 [ 0.22017482 -0.26346177  0.36071217 ... -0.0311044   0.04622349
  -0.3146568 ]
 [ 0.2632563  -0.27329004  0.09613705 ... -0.05731463  0.08834312
  -0.31941417]
 [ 0.10132455 -0.2729417   1.0313358  ...  0.17189291  0.4271871
   0.21227753]]"
524,538,सुजन जोशीसर निर्णायक कुरा आयो त 😊,0.0,,0.0,,1,सुजन जोशीसर निर्णायक आ,0,"[1, 0]","['सुजन', 'जोशीसर', 'निर्णायक', 'आ']","[[ 0.4630782  -0.27595875  0.46158284 ...  0.18881722 -0.09651974
  -0.44423556]
 [ 0.1459664  -0.4269899   0.6959596  ...  0.03009576 -0.0808288
  -0.2909649 ]
 [ 0.08172236 -0.47903717  0.479977   ...  0.12851602 -0.22950178
  -0.18441683]
 ...
 [ 0.21231176 -0.35548624  0.49982893 ...  0.06327681  0.04107062
  -0.28589302]
 [ 0.13510138 -0.3082074   0.37426686 ... -0.03615899  0.01443144
  -0.35788798]
 [ 0.10339568 -0.24630088  1.0008698  ...  0.08088759  0.31530333
   0.13932021]]"
108,1660,काठमाण्डू बसेर डडेल्धुरा मा स्वागत एक्सए भन्ने. हेप्ने 😄🤣😜,0.0,,0.0,,0,काठमाण्डू बसेर डडेल्धुरा स्वागत एक्सए भन्ने हेप्,0,"[0, 0]","['काठमाण्डू', 'बसेर', 'डडेल्धुरा', 'स्वागत', 'एक्सए', 'भन्ने', 'हेप्']","[[ 0.29261443 -0.1196775   0.01931077 ... -0.0451236  -0.19316426
  -0.2234202 ]
 [ 0.18511365 -0.21206643  0.35777402 ...  0.11770868  0.07104732
  -0.20719075]
 [ 0.3168415  -0.18201809  0.37160093 ... -0.00354306 -0.11308358
  -0.35055083]
 ...
 [ 0.22313894 -0.38741004  0.4326932  ... -0.07279257  0.11186885
  -0.20448771]
 [ 0.04046121 -0.29260796  0.3365655  ...  0.02223106  0.0787679
  -0.21481326]
 [ 0.25341016 -0.18208097  1.0383427  ... -0.00321852  0.27446157
   0.1625104 ]]"
163,432,यो सस्कार मलाई राम्रो लाग्यो है,0.0,,0.0,,0,सस्कार लाग् है,0,"[0, 0]","['सस्कार', 'लाग्', 'है']","[[ 0.4630782  -0.27595875  0.46158284 ...  0.18881722 -0.09651974
  -0.44423556]
 [ 0.13702852 -0.38315076  0.37926275 ... -0.01216158  0.1167087
  -0.47342217]
 [ 0.18234956 -0.23876777  0.53582686 ...  0.02240519 -0.00658358
  -0.34770718]
 ...
 [-0.02399251 -0.23888004  0.29340774 ...  0.00743174  0.03524196
  -0.26333484]
 [ 0.27594373 -0.1859118   0.07265095 ...  0.09000009 -0.12586299
  -0.3586701 ]
 [ 0.06184991 -0.21247505  1.0662986  ...  0.11924294  0.35265046
   0.1406762 ]]"
818,785,कि दुर्गेस रेलमा कि दुर्गेस जेलमा कत्ती सुहाको । 😂😂,0.0,,,,1,दुर्गेस रेल दुर्गेस जेल कत्ती सुहा ,0,"[1, 0]","['दुर्गेस', 'रेल', 'दुर्गेस', 'जेल', 'कत्ती', 'सुहा']","[[ 0.10692278 -0.2280559   0.59743536 ...  0.01030702  0.04330653
  -0.04921835]
 [ 0.20757134 -0.31879184  0.405321   ...  0.16126207  0.06065281
  -0.3869065 ]
 [ 0.11764412 -0.12299876  0.5169498  ...  0.04762623  0.10500856
  -0.28827238]
 ...
 [ 0.1459664  -0.4269899   0.6959596  ...  0.03009576 -0.0808288
  -0.2909649 ]
 [ 0.19053239 -0.33793494  0.4988658  ...  0.08679831  0.07592312
  -0.322923  ]
 [ 0.11846102 -0.28794536  0.97110045 ...  0.18168008  0.33712494
   0.31300604]]"
129,561,तय्रै राई मुगीई राम्रु राप पर्गति गर्येस मुगीई...,0.0,,0.0,,1,तय्रै राई मुगीई राम्रु राप पर्गति गर्येस मुगीई,0,"[1, 0]","['तय्रै', 'राई', 'मुगीई', 'राम्रु', 'राप', 'पर्गति', 'गर्येस', 'मुगीई']","[[ 0.33745039 -0.4054994   0.48535812 ...  0.15073995  0.11739057
  -0.3692904 ]
 [ 0.16897725 -0.32177448  0.48465952 ...  0.06146259  0.18158641
  -0.21940398]
 [ 0.20708875 -0.30279303  0.28680345 ...  0.15640205  0.04090631
  -0.49159926]
 ...
 [ 0.08019211 -0.30303684  0.36086714 ...  0.00637076  0.04643682
  -0.19441514]
 [ 0.07299618 -0.3865618   0.39625153 ... -0.02709137  0.08180934
  -0.18619919]
 [ 0.13482592 -0.18948713  0.92258006 ...  0.11203068  0.375387
   0.17179224]]"
173,774,ओइ झटा ना भोले ला बसी,0.0,,0.0,,1,ओइ झटा ना भो ला बसी,0,"[1, 0]","['ओइ', 'झटा', 'ना', 'भो', 'ला', 'बसी']","[[ 0.4077373  -0.38420635  0.38335374 ...  0.24175146 -0.32658103
  -0.5044003 ]
 [-0.08468641 -0.34141803  0.3756797  ... -0.17129254  0.06902582
  -0.21602118]
 [ 0.26161164 -0.04565822  0.35492188 ... -0.30603054 -0.03103262
  -0.38342667]
 ...
 [ 0.24107546 -0.26361027  0.3805735  ... -0.03214701  0.0411288
  -0.3335968 ]
 [ 0.33285704 -0.44773477  0.56238794 ...  0.04727138 -0.1119345
  -0.10522398]
 [ 0.14076975 -0.26690626  0.9123404  ...  0.12711054  0.39530218
   0.15884545]]"
426,347,मोज्जी यत्रो लौरा ला घर्दा यामा दै ला सुसाइड  घर्नु भाको,0.0,,0.0,,1,मोज्जी यत्रो लौरा ला घर् ला सुसाइड घर् भा,0,"[1, 0]","['मोज्जी', 'यत्रो', 'लौरा', 'ला', 'घर्', 'ला', 'सुसाइड', 'घर्', 'भा']","[[ 0.36640334 -0.41382712  0.43752623 ...  0.16206886 -0.27785492
  -0.41343665]
 [ 0.10369633 -0.16489846  0.51318544 ... -0.1071344   0.07010225
  -0.20364839]
 [ 0.07998371 -0.24450971  0.5149959  ... -0.09070921  0.1861115
  -0.24484928]
 ...
 [ 0.0469071  -0.32038394  0.3885725  ... -0.21433851  0.1542898
  -0.35066158]
 [ 0.1348857  -0.41658607  0.4739579  ...  0.11448608  0.07396537
  -0.28380138]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
301,587,यो खाने मान्क्से जिन्दगी मा सबै थोक खाये हुन्क्सा....,0.0,,0.0,,1,खा मान्क्से जिन्दगी थोक खाये हुन्क्सा,0,"[1, 0]","['खा', 'मान्क्से', 'जिन्दगी', 'थोक', 'खाये', 'हुन्क्सा']","[[ 0.12086825 -0.18039906  0.17377158 ... -0.28452224 -0.0612299
  -0.41037813]
 [ 0.40850824 -0.2495932   0.35305977 ...  0.32133502 -0.10871838
  -0.627125  ]
 [ 0.14355609 -0.24291618  0.3217921  ...  0.04107473  0.01209708
  -0.32638082]
 ...
 [ 0.25708887 -0.27194315  0.07433319 ... -0.15755478  0.15480696
  -0.3484888 ]
 [ 0.04656817 -0.36796653  0.55198014 ... -0.02499947  0.07772927
  -0.31457782]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
141,1498,"उत्कृष्ट राजनीतिक सँस्कार,",0.0,,0.0,,1,उत्कृष्ट राजनीतिक सँस्कार,0,"[1, 0]","['उत्कृष्ट', 'राजनीतिक', 'सँस्कार']","[[ 0.13210839 -0.15216562  0.4849732  ...  0.10356048 -0.03211297
  -0.24472134]
 [ 0.04547563 -0.22769223  0.45752662 ...  0.08848568  0.24289301
  -0.41059682]
 [ 0.23801258 -0.25222224  0.5097664  ... -0.14449024  0.01558015
  -0.22897547]
 ...
 [ 0.14193662 -0.3872552   0.3742707  ...  0.19783416  0.02132271
  -0.3598293 ]
 [ 0.18234956 -0.23876777  0.53582686 ...  0.02240519 -0.00658358
  -0.34770718]
 [ 0.16155984 -0.24705581  0.9331604  ...  0.20192568  0.37916842
   0.1327697 ]]"
40,114,सपोर्ट गगन थापा फोर नेक्स्ट पीएम,0.0,,0.0,,0,सपोर्ट गगन थापा फोर नेक्स्ट पीएम,0,"[0, 0]","['सपोर्ट', 'गगन', 'थापा', 'फोर', 'नेक्स्ट', 'पीएम']","[[ 4.63078201e-01 -2.75958747e-01  4.61582839e-01 ...  1.88817218e-01
  -9.65197384e-02 -4.44235563e-01]
 [ 1.06565066e-01 -3.27538073e-01  5.45705080e-01 ... -6.17073849e-02
   1.14271812e-01 -2.80208468e-01]
 [-8.60773027e-02 -2.59158581e-01  1.89210862e-01 ...  2.60430902e-01
  -4.21847701e-02 -1.53143361e-01]
 ...
 [ 1.80287704e-01 -2.57896364e-01  4.27439898e-01 ... -1.25422120e-01
   5.75361960e-02 -1.04392268e-01]
 [-3.48744988e-02 -3.39040637e-01  4.44098771e-01 ... -3.45645063e-02
  -1.10045642e-01 -2.95698345e-01]
 [ 1.69597059e-01 -1.51059076e-01  9.14958119e-01 ... -5.28618693e-05
   2.72558331e-01  3.23895067e-02]]"
368,1168,केपि बा लाई सकिँदैन ।,0.0,,0.0,,1,केपि बा सकिँदैन ,0,"[1, 0]","['केपि', 'बा', 'सकिँदैन']","[[ 0.19432305 -0.29447627  0.31877935 ... -0.09447847 -0.20586555
  -0.32862946]
 [ 0.19918145 -0.35050705  0.47173005 ... -0.02597262  0.06516857
  -0.25010616]
 [ 0.02970709 -0.32150027  0.56016564 ... -0.04219361  0.0785804
  -0.22736119]
 ...
 [ 0.21637772 -0.30552697  0.3579537  ... -0.04342513  0.00517041
  -0.22899789]
 [ 0.04835905 -0.29874605  0.39337096 ...  0.00885966  0.01772713
  -0.2347482 ]
 [ 0.12335394 -0.17232427  0.9936187  ...  0.12429356  0.3900541
   0.1989609 ]]"
708,457,सत्ता बाजी गर्न होम मिनिस्टर वको हो क्यो 🙄,0.0,,0.0,,1,सत्ता बाजी होम मिनिस्टर व क्,0,"[1, 0]","['सत्ता', 'बाजी', 'होम', 'मिनिस्टर', 'व', 'क्']","[[ 4.6307820e-01 -2.7595875e-01  4.6158284e-01 ...  1.8881722e-01
  -9.6519738e-02 -4.4423556e-01]
 [ 2.5952733e-01 -2.0751067e-01  5.0840855e-01 ...  1.5227163e-02
   1.8421327e-01 -2.6867288e-01]
 [ 2.1804111e-01 -2.7207127e-01  3.7597555e-01 ...  2.8080858e-02
   1.0552377e-01 -2.3724551e-01]
 ...
 [ 2.7220723e-01 -1.0820396e-01  5.9146625e-01 ... -2.8436841e-02
   4.5732938e-02 -2.8427917e-01]
 [-2.4717435e-02 -2.5385237e-01  3.0735487e-01 ...  2.2420101e-04
   4.7736973e-02 -2.2112434e-01]
 [ 2.5341016e-01 -1.8208097e-01  1.0383427e+00 ... -3.2185176e-03
   2.7446157e-01  1.6251040e-01]]"
432,273,सिरोहिया लाई पक्राउ गर्न नी साईत हेराउनु पर्छ र,0.0,,0.0,,1,सिरोहिया पक्राउ नी साईत हेराउ,0,"[1, 0]","['सिरोहिया', 'पक्राउ', 'नी', 'साईत', 'हेराउ']","[[ 0.4630782  -0.27595875  0.46158284 ...  0.18881722 -0.09651974
  -0.44423556]
 [ 0.23377255 -0.14965886  0.31304938 ... -0.05070203  0.03489135
  -0.41009697]
 [ 0.09381445 -0.2531139   0.40446788 ... -0.01149843  0.16955951
  -0.3508094 ]
 ...
 [ 0.2537197  -0.18619886  0.30314773 ... -0.03005745  0.11836107
  -0.34847623]
 [ 0.12803614 -0.16539371  0.2225437  ... -0.03648063  0.06567578
  -0.35210067]
 [ 0.1505894  -0.15615071  1.0082221  ...  0.0549548   0.31417972
   0.19152978]]"
523,368,यो खसीको शिकार गर्नु पर्यों ल,0.0,,0.0,,1,खसी शिकार गर् पर्यों ल,0,"[1, 0]","['खसी', 'शिकार', 'गर्', 'पर्यों', 'ल']","[[ 0.15894416 -0.20917109  0.20634027 ...  0.11337165  0.11924522
  -0.46357197]
 [ 0.32258368 -0.42634007  0.50260216 ... -0.01507215 -0.07325833
  -0.1354823 ]
 [-0.01494175 -0.30493084  0.4858758  ...  0.02753878 -0.11750928
  -0.6289831 ]
 ...
 [ 0.06442024 -0.19399059  0.4022373  ...  0.03983995  0.21333788
  -0.33787066]
 [ 0.28664306 -0.15831989  0.30527568 ... -0.22657324 -0.14676191
  -0.23319879]
 [ 0.16949505 -0.20553197  0.94054633 ... -0.00813095  0.33147648
   0.12694785]]"
741,9,राजनेता संग कुरा गरेपनी टेलीफोन कलमा गोपनियता हुनुपर्छ जस्तो लाग्छ है !! ह्यापी तिहार एभरयोन <३,0.0,,0.0,,0,राजनेता गरेपनी टेलीफोन कल गोपनियता हु लाग् है  ह्यापी तिहार एभरयोन <३,0,"[0, 0]","['राजनेता', 'गरेपनी', 'टेलीफोन', 'कल', 'गोपनियता', 'हु', 'लाग्', 'है', 'ह्यापी', 'तिहार', 'एभरयोन', '<', '३']","[[ 0.31268805 -0.14079648  0.20171149 ...  0.17549136 -0.07811551
  -0.46661392]
 [ 0.28148136 -0.32791162  0.41616452 ... -0.08334304  0.02022967
  -0.3331843 ]
 [ 0.27356952 -0.36007836  0.4308809  ... -0.03944961  0.11082376
  -0.27767345]
 ...
 [ 0.22781841 -0.54198945 -0.04742979 ...  0.1802462   0.33010113
  -0.17706665]
 [-0.19265142 -0.5631015   1.138302   ...  0.11839459 -0.0095405
  -0.2324063 ]
 [ 0.12373597 -0.2738127   0.9515786  ...  0.13885732  0.37805635
   0.17892863]]"
777,612,भीटीएन वाईए रेस्पेक्ट वने चाइना! यामा बुद्ध इस किङ ओएफ नेपाली हिप होप,0.0,,0.0,,1,भीटीएन वाईए रेस्पेक्ट व चाइना बुद्ध इस किङ ओएफ नेपाली हिप होप,0,"[1, 0]","['भीटीएन', 'वाईए', 'रेस्पेक्ट', 'व', 'चाइना', 'बुद्ध', 'इस', 'किङ', 'ओएफ', 'नेपाली', 'हिप', 'होप']","[[ 0.11520292 -0.38129175  0.22270235 ...  0.14632139  0.09273826
  -0.21925783]
 [ 0.13656043 -0.4048535   0.47965175 ...  0.07719041  0.14658937
  -0.33943063]
 [ 0.45845175 -0.3687378   0.26095593 ... -0.10173132 -0.04042042
  -0.25153643]
 ...
 [ 0.23319939 -0.20786412  0.6085399  ... -0.11169189 -0.03242814
  -0.32398304]
 [ 0.19269918 -0.37784284  0.49022335 ... -0.02820007  0.11756611
  -0.2222178 ]
 [ 0.11546638 -0.12719403  0.90631497 ...  0.04595576  0.28185967
   0.10160327]]"
836,72,नाइस हुडी दाजु,0.0,,0.0,,1,नाइस हुडी दाजु,0,"[1, 0]","['नाइस', 'हुडी', 'दाजु']","[[ 1.50316089e-01 -1.66269585e-01  3.27297300e-01 ...  1.16199739e-01
  -6.07333891e-02 -3.21289539e-01]
 [ 1.03437722e-01 -3.60703439e-01  5.09567857e-01 ...  7.93362707e-02
   5.31638302e-02 -2.15938926e-01]
 [ 1.08031943e-01 -3.03945869e-01  3.33622783e-01 ... -1.48111030e-01
   3.66773605e-02 -1.93861261e-01]
 ...
 [ 3.28902632e-01 -3.79658401e-01  4.72003877e-01 ... -1.32044032e-01
   2.33977027e-02 -3.49521339e-01]
 [ 1.07644916e-01 -4.46592748e-01  6.57865047e-01 ...  5.94239682e-04
  -6.96616666e-03 -2.76514918e-01]
 [ 1.35682434e-01 -2.25311786e-01  1.05320716e+00 ...  9.00198370e-02
   3.60973597e-01  1.97107255e-01]]"
404,626,खलासी करायो,0.0,,0.0,,1,खलासी करा,0,"[1, 0]","['खलासी', 'करा']","[[ 0.15894416 -0.20917109  0.20634027 ...  0.11337165  0.11924522
  -0.46357197]
 [ 0.21923816 -0.2343198   0.3096849  ... -0.05850534  0.04259267
  -0.22113553]
 [ 0.47805288 -0.4063149   0.34028503 ...  0.0021905  -0.1729339
  -0.01654749]
 [ 0.13548236 -0.16591722  0.4070673  ...  0.03046378 -0.03858313
  -0.37919036]
 [ 0.04837084 -0.42267877  0.55551124 ...  0.13170952  0.05777681
  -0.31394112]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
348,1870,आज चाहीं तपाई को यो संस्कार गजब लाग्यो !!,0.0,,0.0,,1,आज चाहीं संस्कार गजब लाग् ,0,"[1, 0]","['आज', 'चाहीं', 'संस्कार', 'गजब', 'लाग्']","[[ 0.3984928  -0.28648672  0.2689901  ...  0.02290788  0.4301592
  -0.36005434]
 [ 0.20263152 -0.11171655  0.60031897 ... -0.14402024  0.06279312
  -0.48723227]
 [ 0.22113386 -0.20567907  0.50355464 ...  0.01175147 -0.01940914
  -0.20614994]
 ...
 [ 0.12311307 -0.2893462   0.23184256 ...  0.06828824 -0.00195741
  -0.2616119 ]
 [-0.02399251 -0.23888004  0.29340774 ...  0.00743174  0.03524196
  -0.26333484]
 [ 0.25341016 -0.18208097  1.0383427  ... -0.00321852  0.27446157
   0.1625104 ]]"
399,616,रिप म्यासिग्न,0.0,,0.0,,0,रिप म्यासिग्न,0,"[0, 0]","['रिप', 'म्यासिग्न']","[[ 0.31268805 -0.14079648  0.20171149 ...  0.17549136 -0.07811551
  -0.46661392]
 [ 0.0452148  -0.2537846   0.37236902 ...  0.0183438   0.10462803
  -0.14723639]
 [ 0.27921903 -0.3977005   0.5432423  ...  0.08988382 -0.1734179
  -0.31923676]
 ...
 [ 0.0486635  -0.12603948  0.14882942 ... -0.04169413  0.06338214
  -0.28502548]
 [ 0.13585716 -0.33911282  0.5405608  ... -0.13393895  0.11366066
  -0.2639016 ]
 [ 0.11467405 -0.16612653  0.94114137 ...  0.06084458  0.33539182
   0.144889  ]]"
260,443,असिम राज येइ हो मैले वनेको 😂😂,0.0,,0.0,,1,असिम राज येइ मै व,0,"[1, 0]","['असिम', 'राज', 'येइ', 'मै', 'व']","[[ 0.27592593 -0.40434152  0.20305403 ... -0.06694591  0.18527146
  -0.5896789 ]
 [ 0.13761409 -0.43664044  0.31795806 ...  0.08529381  0.0103028
  -0.39655453]
 [ 0.13092318 -0.25843632  0.43398997 ...  0.00357864  0.03650691
  -0.28122383]
 ...
 [ 0.10760968 -0.27971107  0.45520574 ... -0.05575075  0.05762423
  -0.22098324]
 [ 0.2900283  -0.5582484   0.6132578  ... -0.15585683  0.11321168
  -0.5359118 ]
 [ 0.13316771 -0.24800213  0.89500535 ...  0.00629708  0.1841319
  -0.02054369]]"
241,661,खाद पुलिस खाद दुर्गेशेलाइ नि खाद । ताइ न तुइ को ढ्वाङ ठटारेर सुर न ताल बिगारेर गित गाउने लाई नि खाद 😂🤣,0.0,,0.0,,1,खाद पुलिस खाद दुर्गेशे खाद  ताइ तुइ ढ्वाङ ठटारेर सुर ताल बिगारेर गित गाउ खाद,0,"[1, 0]","['खाद', 'पुलिस', 'खाद', 'दुर्गेशे', 'खाद', 'ताइ', 'तुइ', 'ढ्वाङ', 'ठटारेर', 'सुर', 'ताल', 'बिगारेर', 'गित', 'गाउ', 'खाद']","[[ 0.12086825 -0.18039906  0.17377158 ... -0.28452224 -0.0612299
  -0.41037813]
 [ 0.2064609  -0.34358305  0.35880584 ...  0.06747618 -0.0757965
  -0.24827603]
 [ 0.15192497 -0.3154444   0.5858244  ... -0.06450161 -0.1494285
  -0.14484334]
 ...
 [ 0.11788949 -0.18962982  0.15387973 ... -0.39032182 -0.17996716
  -0.3633188 ]
 [ 0.2064609  -0.34358305  0.35880584 ...  0.06747618 -0.0757965
  -0.24827603]
 [ 0.15765445 -0.24181432  0.99458694 ...  0.08346171  0.30669993
   0.0889549 ]]"
851,140,गुड विश्लेषण चेली ज्यु🙏,0.0,,0.0,,1,गुड विश्लेषण चेली ज्यु,0,"[1, 0]","['गुड', 'विश्लेषण', 'चेली', 'ज्यु']","[[ 0.27066928 -0.24848792  0.40444154 ...  0.14636421 -0.12136866
  -0.66137975]
 [ 0.13993731 -0.37782848  0.486906   ...  0.07667659 -0.01984596
  -0.2718581 ]
 [ 0.12093081 -0.32726926  0.59380066 ... -0.04188229  0.13447826
  -0.4002902 ]
 ...
 [ 0.01867376 -0.37034273  0.30928275 ...  0.03726395  0.17413896
  -0.3039809 ]
 [ 0.1823     -0.40162614  0.43855268 ...  0.07380626 -0.04735146
  -0.27021155]
 [ 0.13568243 -0.22531179  1.0532072  ...  0.09001984  0.3609736
   0.19710726]]"
419,612,"रोशन पोख्रेल बिजनेस ले मिडिया लाई स्पोन्सर गर्यो वन्द के नेगेटिभ वायो मित्र? 

बुट कस्तो कन्टेन्ट को लागी स्पोन्सर गर्यो, कति इथिकल एक्सए यो कुरा वन्ने मेन क्वेस्चन हो.

टिमलाई लग्क्सा कि राउटिनी ले यो यतिकै हालिरक्सा?",0.0,,0.0,,1,रोशन पोख्रेल बिजनेस मिडिया स्पोन्सर गर् वन्द नेगेटिभ वा मित्र बुट कस्तो कन्टेन्ट लागी स्पोन्सर गर्यो कति इथिकल एक्सए वन् मेन क्वेस्चन हो टिम लग्क्सा राउटिनी हालिरक्सा,0,"[1, 0]","['रोशन', 'पोख्रेल', 'बिजनेस', 'मिडिया', 'स्पोन्सर', 'गर्', 'वन्द', 'नेगेटिभ', 'वा', 'मित्र', 'बुट', 'कस्तो', 'कन्टेन्ट', 'लागी', 'स्पोन्सर', 'गर्यो', 'कति', 'इथिकल', 'एक्सए', 'वन्', 'मेन', 'क्वेस्चन', 'हो', 'टिम', 'लग्क्सा', 'राउटिनी', 'हालिरक्सा']","[[ 0.31268805 -0.14079648  0.20171149 ...  0.17549136 -0.07811551
  -0.46661392]
 [ 0.16569687 -0.24807797  0.46228823 ... -0.04453597  0.17007935
  -0.21512787]
 [ 0.16852051 -0.30229056  0.20776987 ...  0.07250716  0.04250788
  -0.3831855 ]
 ...
 [ 0.24012768 -0.26370046  0.13326803 ... -0.03612882  0.11231645
  -0.34355742]
 [ 0.04656817 -0.36796653  0.55198014 ... -0.02499947  0.07772927
  -0.31457782]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
135,1801,नाटक यिनी हरु को,0.0,,0.0,,1,नाटक यिनी,0,"[1, 0]","['नाटक', 'यिनी']","[[-0.09221709 -0.2329204   0.101501   ...  0.3070906  -0.03266155
  -0.38905233]
 [ 0.32448727 -0.2922693   0.43637604 ...  0.14267361  0.18387133
  -0.32541898]
 [ 0.20438634 -0.26307413  0.46648943 ... -0.18682273  0.08690313
  -0.25164142]
 [ 0.05085228 -0.49585122  0.8183185  ...  0.15514985  0.42605948
   0.21668038]]"
26,820,मारो कता होरुला टोली खोदै क्सा टो झा क्सा तै आबो टो इन्डिया बोदलाव दाना बुजिस टो मोर्क्सहास वैइ होसियार बोस👆👆👆,0.0,,0.0,,1,मारो कता होरुला टोली खो क्सा टो झा क्सा तै आबो टो इन्डिया बोदलाव दाना बुजिस टो मोर्क्सहास वैइ होसियार बोस,0,"[1, 0]","['मारो', 'कता', 'होरुला', 'टोली', 'खो', 'क्सा', 'टो', 'झा', 'क्सा', 'तै', 'आबो', 'टो', 'इन्डिया', 'बोदलाव', 'दाना', 'बुजिस', 'टो', 'मोर्क्सहास', 'वैइ', 'होसियार', 'बोस']","[[ 0.4555474  -0.16737027  0.37881896 ...  0.25352222 -0.13825001
  -0.7644114 ]
 [ 0.160765   -0.17830193  0.34578946 ... -0.18574366  0.07813534
  -0.3567593 ]
 [ 0.02121563 -0.13629985  0.5421251  ... -0.04452861 -0.03254343
  -0.28478193]
 ...
 [ 0.16131529 -0.2371402   0.48031753 ...  0.00979937  0.13417065
  -0.14813799]
 [ 0.12153611 -0.38121116  0.3367648  ...  0.18300158  0.01936032
  -0.41582987]
 [ 0.27952132 -0.18723267  0.96764505 ...  0.04744194  0.23569374
   0.11958441]]"
250,791,वन्न ता देरै मन एक्सए मुख चडेर तारा वन्दिना मा,0.0,,0.0,,1,वन्न ता देरै मन एक्सए मुख चडेर तारा वन्दिना,0,"[1, 0]","['वन्न', 'ता', 'देरै', 'मन', 'एक्सए', 'मुख', 'चडेर', 'तारा', 'वन्दिना']","[[ 0.13413304 -0.33115175  0.577232   ...  0.41005242 -0.08087637
  -0.4283604 ]
 [ 0.17114052 -0.26882276  0.6124418  ... -0.20862427  0.07427877
  -0.17954728]
 [ 0.24251845 -0.27113605  0.40894896 ...  0.13768083  0.20102173
  -0.42575857]
 ...
 [ 0.2983656  -0.2938276   0.32844275 ...  0.22323954 -0.04488023
  -0.37979722]
 [ 0.03541705 -0.36010027  0.5712023  ...  0.07621789  0.04756946
  -0.2922897 ]
 [ 0.20698574 -0.25092602  0.96867466 ...  0.10920687  0.25774103
   0.22578505]]"
84,1949,जे होस,0.0,,0.0,,0,होस,0,"[0, 0]",['होस'],"[[ 0.15814945 -0.12812518  0.4412306  ... -0.24513215 -0.08714642
  -0.35689104]
 [ 0.13608876 -0.38478056  0.4043387  ...  0.08005842  0.0734673
  -0.4158408 ]
 [ 0.27952132 -0.18723267  0.96764505 ...  0.04744194  0.23569374
   0.11958441]]"
663,96,बिशाल दै पार्टी मा 😂😂,0.0,,0.0,,1,बिशाल पार्टी,0,"[1, 0]","['बिशाल', 'पार्टी']","[[ 0.34195864 -0.08143243  0.28660244 ...  0.04251331  0.10173769
  -0.34954166]
 [ 0.21345139 -0.28198397  0.47291434 ... -0.04327609  0.04416537
  -0.23589417]
 [ 0.19323808 -0.387729    0.54187095 ... -0.00527056  0.11091577
  -0.38326102]
 [ 0.0944012  -0.22511259  0.39316326 ...  0.15921979  0.06880195
  -0.14670254]
 [-0.00293424 -0.39453664  1.0126882  ...  0.22557792  0.45452142
   0.26663455]]"
